TimeStamp,CoolingPump,EWP-byte1,EWP-byte4,EWP-byte5,EWP-byte2
38082296.520949,0,0.335876,0.604577,0.0671753,133
38183027.742049,0,0,5.62625,0,133
38283758.963150,0,17.9554,14.5052,2.83506,133
38384490.184250,0,4.67893,2.5884,0.135785,133
38485221.405351,0,0.151382,0.0756911,0,133
38585952.626451,0,0,0,0,133
38686683.847552,0,0,2.92235,0,133
38787415.068652,0,13.7399,11.8328,1.96284,133
38888146.289753,0,35.7543,21.8883,4.9665,133
38988877.510853,0,70,36,9,133
39089608.731954,0,113,44,9,133
39190339.953054,0,116.055,45.0219,8,133
39291071.174154,0,121.151,47.0672,8,133
39391802.395255,0,130.072,51.0483,8,133
39492533.616355,0,133,53.0315,8.03146,133
39593264.837456,0,133,54,9,133
39693996.058556,0,133,54,9,133
39794727.279657,0,133.053,54,9,133
39895458.500757,0,134,54,9,133
39996189.721858,0,134,54,9,133
40096920.942958,0,134,54,9,133
40197652.164059,0,134,54,9,133
40298383.385159,0,134,54,9,133
40399114.606259,0,134.097,54,9,133
40499845.827360,0,134.896,54,9,133
40600577.048460,0,134,54,9,133
40701308.269561,0,134,54,9,133
40802039.490661,0,134,54,9,133
40902770.711762,0,134,54,9,133
41003501.932862,0,134,54,9,133
41104233.153963,0,134,54,9,133
41204964.375063,0,134,54,9,133
41305695.596164,0,134,54,9,133
41406426.817264,0,134,54,9,133
41507158.038364,0,134,54,9,133
41607889.259465,0,134,54,9,133
41708620.480565,0,134,54,9,133
41809351.701666,0,134.199,54,9,133
41910082.922766,0,134.793,54,9,133
42010814.143867,0,134,54,9,133
42111545.364967,0,134,54,9,133
42212276.586068,0,134,54,9,133
42313007.807168,0,134,54,9,133
42413739.028269,0,134,54,9,133
42514470.249369,0,134,54,9,133
42615201.470469,0,134,54,9,133
42715932.691570,0,134,54,9,133
42816663.912670,0,134,54,9,133
42917395.133771,0,134,54,9,133
43018126.354871,0,134.287,54,9,133
43118857.575972,0,135,54,9,133
43219588.797072,0,134.698,54,9,133
43320320.018173,0,134.309,54,9,133
43421051.239273,0,135,54,9,133
43521782.460374,0,135,54,9,133
43622513.681474,0,135,54,9,133
43723244.902574,0,135,54,9,133
43823976.123675,0,134.654,54,9,133
43924707.344775,0,134,54,9,133
44025438.565876,0,134.36,54,9,133
44126169.786976,0,134.633,54,9,133
44226901.008077,0,134,54,9,133
44327632.229177,0,134.382,54,9,133
44428363.450278,0,135,54,9,133
44529094.671378,0,134.603,54,9,133
44629825.892479,0,134,54,9,133
44730557.113579,0,134.411,54,9,133
44831288.334679,0,135,54,9,133
44932019.555780,0,134.574,54,9,133
45032750.776880,0,134.433,54,9,133
45133481.997981,0,135,54,9,133
45234213.219081,0,135,54,9,133
45334944.440182,0,135,54,9,133
45435675.661282,0,135,54,9,133
45536406.882383,0,135,54,9,133
45637138.103483,0,134.523,54,9,133
45737869.324584,0,133.516,54,9,133
45838600.545684,0,130.541,53.5083,9,133
45939331.766784,0,122.515,51.0055,9,133
46040062.987885,0,111.437,46.9769,9,133
46140794.208985,0,101.895,43.4606,8.48687,133
46241525.430086,0,95.3975,40.959,8,133
46342256.651186,0,91.4163,38.9442,7.4721,133
46442987.872287,0,89.4647,37.4647,7,133
46543719.093387,0,89,37,7,133
46644450.314488,0,89,37,7,133
46745181.535588,0,89,37,7,133
46845912.756689,0,89,37,6.43552,133
46946643.977789,0,89,37,6,133
47047375.198889,0,89,37,6,133
47148106.419990,0,89,37,6,133
47248837.641090,0,89,37,6,133
47349568.862191,0,89,37,6,133
47450300.083291,0,87.7839,37,6,133
47551031.304392,0,85.1537,36.3846,6,133
47651762.525492,0,81.5088,34.7544,6,133
47752493.746593,0,78.7397,33.3698,6,133
47853224.967693,0,77.3624,33,6,133
47953956.188794,0,76.3554,32.3554,6,133
48054687.409894,0,76,32,6,133
48155418.630994,0,76,32,6,133
48256149.852095,0,76,32,6,133
48356881.073195,0,76,32,6,133
48457612.294296,0,76,32,6,133
48558343.515396,0,76.6887,32,5.31134,133
48659074.736497,0,77,32,5,133
48759805.957597,0,77,32,5,133
48860537.178698,0,77,32,5,133
48961268.399798,0,77,32,5,133
49061999.620899,0,77,32,5,133
49162730.841999,0,77,32,5,133
49263462.063099,0,76.2601,32,5,133
49364193.284200,0,76.7469,32,5,133
49464924.505300,0,77,32,5,133
49565655.726401,0,76.238,32,5,133
49666386.947501,0,76.769,32,5,133
49767118.168602,0,77,32,5,133
49867849.389702,0,77,32,5,133
49968580.610803,0,77,32,5,133
50069311.831903,0,77,32,5,133
50170043.053004,0,77,32,5,133
50270774.274104,0,77,32,5,133
50371505.495204,0,77,32,5,133
50472236.716305,0,77,32,5,133
50572967.937405,0,77,32,5,133
50673699.158506,0,77,32,5,133
50774430.379606,0,77,32.8495,5,133
50875161.600707,0,77,33,5,133
50975892.821807,0,77,33,5,133
51076624.042908,0,77,33,5,133
51177355.264008,0,77,32.1214,5,133
51278086.485109,0,77,32,5,133
51378817.706209,0,77,32,5,133
51479548.927309,0,77,32,5,133
51580280.148410,0,77,32,5,133
51681011.369510,0,77,32,5,133
51781742.590611,0,77,32,5,133
51882473.811711,0,76.0707,32,5,133
51983205.032812,0,76.9366,32,5,133
52083936.253912,0,77,32,5,133
52184667.475013,0,77,32,5,133
52285398.696113,0,77,32,5,133
52386129.917214,0,77,32,5,133
52486861.138314,0,77,32,5,133
52587592.359414,0,77,32,5,133
52688323.580515,0,77,32,5,133
52789054.801615,0,77,32,5,133
52889786.022716,0,77,32,5,133
52990517.243816,0,77,32,5,133
53091248.464917,0,77,32,5,133
53191979.686017,0,77,32,5,133
53292710.907118,0,77,32,5,133
53393442.128218,0,77,32,5,133
53494173.349319,0,77,32,5,133
53594904.570419,0,77,32,5,133
53695635.791519,0,77,32,5,133
53796367.012620,0,77,32,5,133
53897098.233720,0,77,32,5,133
53997829.454821,0,77,32,5,133
54098560.675921,0,77,32,5,133
54199291.897022,0,77,32,5,133
54300023.118122,0,77,32,5,133
54400754.339223,0,77,32,5,133
54501485.560323,0,77,32,5,133
54602216.781424,0,77,32,5,133
54702948.002524,0,77,32,5,133
54803679.223624,0,77,32,5,133
54904410.444725,0,77,32,5,133
55005141.665825,0,77,32,5,133
55105872.886926,0,77,32.1634,5,133
55206604.108026,0,77,32.8297,5,133
55307335.329127,0,77,32,5,133
55408066.550227,0,77,32,5,133
55508797.771328,0,77,32,5,133
55609528.992428,0,77,32,5,133
55710260.213529,0,77,32,5,133
55810991.434629,0,77,32,5,133
55911722.655729,0,76.7785,32,5,133
56012453.876830,0,76.2289,32,5,133
56113185.097930,0,77,32.2362,5,133
56213916.319031,0,77,33,5,133
56314647.540131,0,77,33,5.25115,133
56415378.761232,0,77,33,6,133
56516109.982332,0,77,33,6,133
56616841.203433,0,77,32.7272,6,133
56717572.424533,0,77,32,6,133
56818303.645634,0,77,32,5.71259,133
56919034.866734,0,77,32,5,133
57019766.087834,0,77,32,5,133
57120497.308935,0,77,32,5,133
57221228.530035,0,77,32,5,133
57321959.751136,0,77,32,5,133
57422690.972236,0,77,32,5,133
57523422.193337,0,77,32,5,133
57624153.414437,0,77,32.346,5,133
57724884.635538,0,77,33,5.3532,133
57825615.856638,0,77,32.6396,5.6396,133
57926347.077739,0,77,32,5,133
58027078.298839,0,75.5002,31.625,5,133
58127809.519939,0,67.2649,28.706,5,133
58228540.741040,0,51.3743,22.2718,4.2205,133
58329271.962140,0,26.6479,12.02,1.80399,133
58430003.183241,0,2.95897,1.77538,0,133
58530734.404341,0,0,0,0,133
58631465.625442,0,0,0,0,133
58732196.846542,0,0,0,0,133
58832928.067643,0,0,0,0,133
58933659.288743,0,0,0,0,133
59034390.509844,0,0,0,0,133
59135121.730944,0,0,0,0,133
59235852.952044,0,0,0,0,133
59336584.173145,0,0,0,0,133
59437315.394245,0,0,0,0,133
59538046.615346,0,0,0,0,133
59638777.836446,0,0,0,0,133
59739509.057547,0,0,0,0,133
59840240.278647,0,0,0,0,133
59940971.499748,0,2.58035,4.64463,0.51607,133
60041702.720848,0,18.0854,10.5703,1.52342,133
60142433.941949,0,15.1041,6.14803,0.936005,133
60243165.163049,0,2,4.76991,0.538558,133
60343896.384149,0,15.077,12.9039,2.08975,133
60444627.605250,0,39.8002,23.6241,5.20804,133
60545358.826350,0,74.4855,35.7101,8.67753,133
60646090.047451,0,98.6652,43.8326,10.5665,133
60746821.268551,0,103,47.1465,11.5732,133
60847552.489652,0,91.4031,43.3612,11.4202,133
60948283.710752,0,78.8906,36.4777,10.4129,133
61049014.931853,0,76.5941,33.4059,8.8118,133
61149746.152953,0,77,33,8,133
61250477.374054,0,77,32.391,7.39104,133
61351208.595154,0,77,32,7,133
61451939.816254,0,77,32,6.37659,133
61552671.037355,0,76.3692,32,6,133
61653402.258455,0,76.6381,32,6,133
61754133.479556,0,77,32,6,133
61854864.700656,0,76.3476,32,6,133
61955595.921757,0,76.6598,32,6,133
62056327.142857,0,77,32,6,133
62157058.363958,0,77,32,6,133
62257789.585058,0,77,32,6,133
62358520.806159,0,76.3107,32,6,133
62459252.027259,0,76.6964,32,6,133
62559983.248359,0,76.2964,32,5.29639,133
62660714.469460,0,76.711,32,5,133
62761445.690560,0,77,32,5,133
62862176.911661,0,76.2743,32,5,133
62962908.132761,0,76.7331,32,5,133
63063639.353862,0,77.7401,32.7401,5,133
63164370.574962,0,78,33,5.74734,133
63265101.796063,0,78,33,6,133
63365833.017163,0,78.7621,33,6,133
63466564.238264,0,79,33,6,133
63567295.459364,0,79,33,6,133
63668026.680464,0,79,33,6,133
63768757.901565,0,79,33,6,133
63869489.122665,0,78.2015,33,6,133
63970220.343766,0,78,33,6,133
64070951.564866,0,78.8133,33,6,133
64171682.785967,0,79,33,6,133
64272414.007067,0,79,33,6,133
64373145.228168,0,79,33,6,133
64473876.449268,0,79,33,6,133
64574607.670369,0,79,33,6,133
64675338.891469,0,78.1429,33,6,133
64776070.112569,0,78,33,6,133
64876801.333670,0,78.8719,33,6,133
64977532.554770,0,79,33,6,133
65078263.775871,0,78.1138,33,6,133
65178994.996971,0,78,33,6,133
65279726.218072,0,78.9008,33,6,133
65380457.439172,0,78.0917,33,6,133
65481188.660273,0,78,33,6,133
65581919.881373,0,78,33,6,133
65682651.102473,0,78,33,6,133
65783382.323574,0,78,33,6,133
65884113.544674,0,78,33,6,133
65984844.765775,0,78,33,6,133
66085575.986875,0,78,33,6,133
66186307.207976,0,78,33,6,133
66287038.429076,0,78.9742,33,6,133
66387769.650177,0,79.9815,33.9815,6,133
66488500.871277,0,80,34,6,133
66589232.092378,0,80,34,6,133
66689963.313478,0,80,34,6,133
66790694.534579,0,80,34,6,133
66891425.755679,0,80,34,6,133
66992156.976779,0,80,34,6,133
67092888.197880,0,80,34,6,133
67193619.418980,0,80,34,6,133
67294350.640081,0,80,34,6,133
67395081.861181,0,80,34,6,133
67495813.082282,0,80,34,6,133
67596544.303382,0,80,34,6,133
67697275.524483,0,80,34,6,133
67798006.745583,0,80,34,6,133
67898737.966684,0,80,34,6,133
67999469.187784,0,80,34,6,133
68100200.408884,0,80,34,6,133
68200931.629985,0,79.2104,33.7744,5.8872,133
68301662.851085,0,70.8449,31.1619,4.88027,133
68402394.072186,0,52.7128,23.9835,3.87294,133
68503125.293286,0,32.409,14.8395,2.59491,133
68603856.514387,0,2.56225,0.854083,0,133
68704587.735487,0,0,0,0,133
68805318.956588,0,0,0,0,133
68906050.177688,0,0,0,0,133
69006781.398788,0,0,0,0,133
69107512.619889,0,0,0,0,133
69208243.840989,0,0,0,0,133
69308975.062090,0,0,0,0,133
69409706.283190,0,0,0,0,133
69510437.504291,0,0,0,0,133
69611168.725391,0,0,0,0,133
69711899.946492,0,0,0,0,133
69812631.167592,0,0,0,0,133
69913362.388693,0,0,0,0,133
70014093.609793,0,0,0,0,133
70114824.830893,0,0,0,0,133
70215556.051994,0,0,0,0,133
70316287.273094,0,0,0,0,133
70417018.494195,0,0,0,0,133
70517749.715295,0,0,0,0,133
70618480.936396,0,0,0,0,133
70719212.157496,0,0,0,0,133
70819943.378597,0,0,0,0,133
70920674.599697,0,0,0,0,133
71021405.820798,0,0,0,0,133
71122137.041898,0,0,0,0,133
71222868.262998,0,0,0,0,133
71323599.484099,0,0,0,0,133
71424330.705199,0,0,0,0,133
71525061.926300,0,0,0,0,133
71625793.147400,0,0,0,0,133
71726524.368501,0,0,0,0,133
71827255.589601,0,0,0,0,133
71927986.810702,0,0,0,0,133
72028718.031802,0,0,0,0,133
72129449.252903,22.0593,0,0,0,133
72230180.474003,109.44,0,2.03811,0,133
72330911.695103,7.81642,0,3.34171,0,133
72431642.916204,126.221,0,1.84441,0,133
72532374.137304,11.5051,0,3,0,133
72633105.358405,106.425,0,2.56307,0,133
72733836.579505,128,1.32878,5.54342,0.442927,133
72834567.800606,128,5.70198,11.351,1.90066,133
72935299.021706,128,11.7444,14.3722,3.91479,133
73036030.242807,128,18.7185,16.9296,5.46481,133
73136761.463907,128,26.3056,19.8889,6.94445,133
73237492.685008,128,35.2758,23.4389,8.47962,133
73338223.906108,128,52.2007,25.487,8.51301,133
73438955.127208,128,64,26,7.01176,133
73539686.348309,128,64,26,5.49966,133
73640417.569409,128,69.0687,27.5206,5,133
73741148.790510,128,80.1714,32.0857,5.51428,133
73841880.011610,128,90.1732,37.6083,6.52165,133
73942611.232711,128,97.1745,42.1163,7.52908,133
74043342.453811,128,102.682,45.6094,9.07296,133
74144073.674912,128,107.174,48.6307,10.5436,133
74244804.896012,128,110.652,51.1014,12.1014,133
74345536.117113,128,113.116,52.5581,13.5581,133
74446267.338213,128,115.131,54.1311,14.5655,133
74546998.559313,128,116.573,55.5729,16.1458,133
74647729.780414,128,118.16,56.5802,17.5802,133
74748461.001514,128,119.588,57.5876,18.5876,133
74849192.222615,128,120.595,58.5947,19.5947,133
74949923.443715,128,121.602,59.6018,20,133
75050654.664816,128,122.609,60,20.6092,133
75151385.885916,128,123,60.6166,21.6166,133
75252117.107017,128,123.624,61,22,133
75352848.328117,128,124,61,22.6314,133
75453579.549218,128,124.638,61.6385,23,133
75554310.770318,128,125,62,23,133
75655041.991418,128,125.653,62,23.653,133
75755773.212519,128,126.66,62,24,133
75856504.433619,128,127,62.6678,24,133
75957235.654720,128,127,63,24,133
76057966.875820,128,127,63,24.6825,133
76158698.096921,128,127,63,25,133
76259429.318021,128,127,63,25,133
76360160.539122,128,127,63,25,133
76460891.760222,128,127,63,25,133
76561622.981323,128,127,63,25,133
76662354.202423,128,127,63,25,133
76763085.423523,128,127,63.7334,25,133
76863816.644624,128,127,64,25,133
76964547.865724,128,127.748,64,25,133
77065279.086825,128,128,64,25.7553,133
77166010.307925,128,128,64,26,133
77266741.529026,128,128,64,26,133
77367472.750126,128,127.222,64,26,133
77468203.971227,128,127.784,64,26,133
77568935.192327,128,128,64,26,133
77669666.413428,128,128,64,26,133
77770397.634528,128,128,64,26,133
77871128.855628,128,128,64,26,133
77971860.076729,128,128,64,26,133
78072591.297829,128,127.172,64,26,133
78173322.518930,128,127.836,64,26,133
78274053.740030,128,128,64,26,133
78374784.961131,128,128,64,26,133
78475516.182231,128,128,64,26,133
78576247.403332,128,128,64,26,133
78676978.624432,128,128,64,26,133
78777709.845533,128,128,64,26,133
78878441.066633,128,128,64,26,133
78979172.287733,128,128,64,26,133
79079903.508834,128,128,64,26,133
79180634.729934,128,128,64,26,133
79281365.951035,128,128,64,26,133
79382097.172135,128,128,64,26,133
79482828.393236,128,128,64,26,133
79583559.614336,128,128,64,26,133
79684290.835437,128,128,64,26,133
79785022.056537,128,128,64,26,133
79885753.277638,128,128,64,26,133
79986484.498738,128,128,64,26,133
80087215.719838,128,128,64,26,133
80187946.940939,128,128,64,26,133
80288678.162039,128,128,64,26,133
80389409.383140,128,128,64,26,133
80490140.604240,128,128,64,26,133
80590871.825341,128,128,64,26,133
80691603.046441,128,128,64,26,133
80792334.267542,128,128,64,26,133
80893065.488642,128,128,64,26,133
80993796.709743,128,128,64,26,133
81094527.930843,128,128,64,26,133
81195259.151943,128,128,64,26,133
81295990.373044,128,128,64,26,133
81396721.594144,128,128,64,26,133
81497452.815245,128,128,64,26,133
81598184.036345,128,128,64,26,133
81698915.257446,128,128,64,26,133
